Name	存储花费	计算花费	totalcost	不存数据集个数	average gentime	愿意多花钱的百分比	全存花费	λ
Benchmark	42.11595943337175	57.31415519773419	99.43011463110594	164	0.2028414188330031	1.6000000000000003	556.0879915883676	0.10228675876204568
Improved	193.46444438954754	11.355606537635678	204.82005092718322	110	0.11703395232815492	1.6000000000000003	556.0879915883676	0.10228675876204568
######################################################################################################
Name	存储花费	计算花费	totalcost	不存数据集个数	average gentime	愿意多花钱的百分比	全存花费	λ
Benchmark	42.11595943337175	57.31415519773419	99.43011463110594	164	0.2028414188330031	1.7000000000000004	556.0879915883676	0.09751239209940989
Improved	193.46444438954754	11.355606537635678	204.82005092718322	110	0.11703395232815492	1.7000000000000004	556.0879915883676	0.09751239209940989
######################################################################################################
Name	存储花费	计算花费	totalcost	不存数据集个数	average gentime	愿意多花钱的百分比	全存花费	λ
Benchmark	42.11595943337175	57.31415519773419	99.43011463110594	164	0.2028414188330031	1.8000000000000005	556.0879915883676	0.09316893911216043
Improved	195.11714677198339	11.199710928225151	206.31685770020854	109	0.11537843736082064	1.8000000000000005	556.0879915883676	0.09316893911216043
######################################################################################################
Name	存储花费	计算花费	totalcost	不存数据集个数	average gentime	愿意多花钱的百分比	全存花费	λ
Benchmark	42.11595943337175	57.31415519773419	99.43011463110594	164	0.2028414188330031	1.9000000000000006	556.0879915883676	0.08919997784498855
Improved	201.63365067792398	10.595553796970785	212.22920447489477	107	0.11233281589736396	1.9000000000000006	556.0879915883676	0.08919997784498855
######################################################################################################
Name	存储花费	计算花费	totalcost	不存数据集个数	average gentime	愿意多花钱的百分比	全存花费	λ
Benchmark	42.11595943337175	57.31415519773419	99.43011463110594	164	0.2028414188330031	2.0000000000000004	556.0879915883676	0.08555861585548032
Improved	204.77878973104183	10.321999540283597	215.10078927132543	105	0.11033794370944047	2.0000000000000004	556.0879915883676	0.08555861585548032
######################################################################################################
Name	存储花费	计算花费	totalcost	不存数据集个数	average gentime	全存花费	T
Benchmark	42.11595943337175	57.31415519773419	99.43011463110594	164	0.2028414188330031	556.0879915883676	1.0
Improved	531.6231088877148	0.18830171303344045	531.8114106007482	11	0.001606903589860876	556.0879915883676	1.0
######################################################################################################
Name	存储花费	计算花费	totalcost	不存数据集个数	average gentime	全存花费	T
Benchmark	42.11595943337175	57.31415519773419	99.43011463110594	164	0.2028414188330031	556.0879915883676	1.0
Improved	531.6231088877148	0.18830171303344045	531.8114106007482	11	0.001606903589860876	556.0879915883676	1.0
######################################################################################################
Name	存储花费	计算花费	totalcost	不存数据集个数	average gentime	愿意多花钱的百分比	全存花费	λ
Benchmark	39.65555314754365	53.84789985069334	93.50345299823698	165	0.20036864914204802	0.1	562.7208853904853	0.45106602352310676
Improved	67.54414153915748	34.15788888545103	101.70203042460851	153	0.18079069428813604	0.1	562.7208853904853	0.45106602352310676
######################################################################################################
Name	存储花费	计算花费	totalcost	不存数据集个数	average gentime	愿意多花钱的百分比	全存花费	λ
Benchmark	39.65555314754365	53.84789985069334	93.50345299823698	165	0.20036864914204802	0.2	562.7208853904853	0.35468193517069885
Improved	78.11197377912443	29.983594237980384	108.09556801710481	148	0.17232399951125518	0.2	562.7208853904853	0.35468193517069885
######################################################################################################
Name	存储花费	计算花费	totalcost	不存数据集个数	average gentime	愿意多花钱的百分比	全存花费	λ
Benchmark	39.65555314754365	53.84789985069334	93.50345299823698	165	0.20036864914204802	0.30000000000000004	562.7208853904853	0.2967669152900671
Improved	91.03464020093563	25.811275777935286	116.84591597887092	144	0.16333755881921067	0.30000000000000004	562.7208853904853	0.2967669152900671
######################################################################################################
